Customer_ID,Acquisition Week,Weeks Since Acquisition,Retention Percentage,Monetary Value,Churn Probability,Prescriptive Action,Projected 12-Week Revenue_At_Risk,Net Protected Revenue (25%)
1687,18,23,0.0511,1661.5,0.7394,DEPLOY: $5 Standard Discount Email,368.57,92.14
1688,32,21,0.0858,500.74,0.9827,DEPLOY: $5 Standard Discount Email,147.62,36.9
1689,32,18,0.1244,810.39,0.7318,DEPLOY: $5 Standard Discount Email,177.91,44.48
1690,35,4,0.5217,9382.33,0.4512,HOLD: Monitor Only,1270.08,0.0
1691,39,1,0.7088,1264.84,0.387,HOLD: Monitor Only,146.86,0.0
1692,46,6,0.3926,5806.94,0.1495,HOLD: Monitor Only,260.42,0.0
1693,52,1,0.7419,9706.28,0.2624,HOLD: Monitor Only,764.12,0.0
1694,29,4,0.4838,1641.71,0.4561,HOLD: Monitor Only,224.62,0.0
1695,49,0,0.8417,1383.22,0.7943,DEPLOY: $5 Standard Discount Email,329.62,82.41
1696,29,9,0.219,1112.14,0.2486,HOLD: Monitor Only,82.94,0.0
1697,44,0,0.8628,2758.71,0.1879,HOLD: Monitor Only,155.5,0.0
1698,16,9,0.231,11016.13,0.1265,HOLD: Monitor Only,417.9,0.0
1699,44,4,0.4741,414.7,0.5558,HOLD: Monitor Only,69.14,0.0
1700,47,3,0.5685,2351.91,0.4861,HOLD: Monitor Only,343.0,0.0
1701,10,29,0.024,2232.9,0.6047,HOLD: Monitor Only,405.07,0.0
1702,30,6,0.3488,207.47,0.7488,DEPLOY: $5 Standard Discount Email,46.61,11.65
1703,25,8,0.3153,623.31,0.8206,DEPLOY: $5 Standard Discount Email,153.44,38.36
1704,39,5,0.4303,797.08,0.69,HOLD: Monitor Only,164.99,0.0
1705,20,20,0.0766,4522.57,0.814,DEPLOY: $15 VIP Win-Back Coupon,1104.45,276.11
1706,5,11,0.2062,5578.87,0.3581,HOLD: Monitor Only,599.31,0.0
1707,1,28,0.0754,190.48,0.2974,HOLD: Monitor Only,16.99,0.0
1708,30,0,0.8725,3893.42,0.3597,HOLD: Monitor Only,420.16,0.0
1709,49,2,0.6204,3333.95,0.3429,HOLD: Monitor Only,342.98,0.0
1710,3,14,0.1275,3619.4,0.1605,HOLD: Monitor Only,174.3,0.0
1711,45,1,0.7507,2171.76,0.51,HOLD: Monitor Only,332.26,0.0
1712,14,38,0.0655,5656.31,0.0608,HOLD: Monitor Only,103.2,0.0
1713,30,20,0.063,7374.81,0.1547,HOLD: Monitor Only,342.18,0.0
1714,50,3,0.5404,254.52,0.6967,HOLD: Monitor Only,53.2,0.0
1715,4,17,0.1086,1705.36,0.6388,HOLD: Monitor Only,326.79,0.0
1716,18,2,0.6431,1332.24,0.3199,HOLD: Monitor Only,127.85,0.0
1717,37,6,0.3763,909.33,0.6233,HOLD: Monitor Only,170.04,0.0
1718,25,10,0.2013,1047.95,0.2392,HOLD: Monitor Only,75.2,0.0
1719,48,1,0.7394,2262.31,0.0364,HOLD: Monitor Only,24.7,0.0
1720,1,43,0.0369,381.48,0.6797,HOLD: Monitor Only,77.79,0.0
1721,46,5,0.4046,4043.02,0.234,HOLD: Monitor Only,283.82,0.0
1722,15,36,0.0534,1161.02,0.0993,HOLD: Monitor Only,34.6,0.0
1723,9,32,0.0543,5164.56,0.0122,HOLD: Monitor Only,18.85,0.0
1724,15,30,0.0749,859.27,0.46,HOLD: Monitor Only,118.58,0.0
1725,49,1,0.7213,805.18,0.1482,HOLD: Monitor Only,35.8,0.0
1726,24,10,0.2332,581.4,0.6621,HOLD: Monitor Only,115.48,0.0
1727,4,3,0.5287,865.04,0.4124,HOLD: Monitor Only,107.01,0.0
1728,12,17,0.107,691.1,0.378,HOLD: Monitor Only,78.36,0.0
1729,37,3,0.5694,3046.34,0.6202,HOLD: Monitor Only,566.79,0.0
1730,37,16,0.1335,6352.02,0.4885,HOLD: Monitor Only,930.93,0.0
1731,43,1,0.7497,2879.7,0.2817,HOLD: Monitor Only,243.4,0.0
1732,6,28,0.0781,1647.63,0.2315,HOLD: Monitor Only,114.42,0.0
1733,39,7,0.321,3243.04,0.9865,DEPLOY: $15 VIP Win-Back Coupon,959.8,239.95
1734,46,5,0.4378,1730.73,0.4782,HOLD: Monitor Only,248.3,0.0
1735,24,1,0.7759,1871.11,0.2812,HOLD: Monitor Only,157.86,0.0
1736,11,5,0.4186,1251.42,0.1604,HOLD: Monitor Only,60.23,0.0
1737,13,24,0.0995,4934.02,0.0146,HOLD: Monitor Only,21.56,0.0
1738,34,15,0.1518,83.17,0.4301,HOLD: Monitor Only,10.73,0.0
1739,25,13,0.1585,139.85,0.7079,DEPLOY: $5 Standard Discount Email,29.7,7.43
1740,7,38,0.049,6202.26,0.1048,HOLD: Monitor Only,195.08,0.0
1741,52,1,0.7409,1428.2,0.5971,HOLD: Monitor Only,255.84,0.0
1742,4,31,0.0741,5435.36,0.1336,HOLD: Monitor Only,217.83,0.0
1743,8,27,0.072,871.58,0.1452,HOLD: Monitor Only,37.96,0.0
1744,20,8,0.2815,13481.76,0.9217,DEPLOY: $15 VIP Win-Back Coupon,3727.73,931.93
1745,29,12,0.1406,1534.83,0.9582,DEPLOY: $5 Standard Discount Email,441.19,110.3
1746,51,1,0.752,3100.35,0.6461,HOLD: Monitor Only,600.9,0.0
1747,45,4,0.4504,1057.25,0.7855,DEPLOY: $5 Standard Discount Email,249.13,62.28
1748,46,6,0.3479,616.12,0.9889,DEPLOY: $5 Standard Discount Email,182.78,45.69
1749,10,4,0.481,223.83,0.927,DEPLOY: $5 Standard Discount Email,62.25,15.56
1750,43,9,0.2331,4641.74,0.2244,HOLD: Monitor Only,312.53,0.0
1751,34,9,0.2637,2905.91,0.4025,HOLD: Monitor Only,350.92,0.0
1752,26,26,0.0603,2023.19,0.0877,HOLD: Monitor Only,53.23,0.0
1753,41,6,0.391,461.12,0.8276,DEPLOY: $5 Standard Discount Email,114.49,28.62
1754,49,1,0.7064,9882.88,0.1409,HOLD: Monitor Only,417.76,0.0
1755,3,14,0.1347,2052.98,0.3485,HOLD: Monitor Only,214.66,0.0
1756,6,6,0.3753,4202.63,0.2554,HOLD: Monitor Only,322.01,0.0
1757,5,28,0.0629,1801.57,0.8593,DEPLOY: $5 Standard Discount Email,464.44,116.11
1758,5,46,0.0647,489.16,0.5464,HOLD: Monitor Only,80.19,0.0
1759,47,2,0.6244,5948.67,0.1194,HOLD: Monitor Only,213.08,0.0
1760,23,18,0.0944,3105.48,0.8498,DEPLOY: $15 VIP Win-Back Coupon,791.67,197.92
1761,49,1,0.7487,1454.34,0.3008,HOLD: Monitor Only,131.23,0.0
1762,9,27,0.02,3042.41,0.0813,HOLD: Monitor Only,74.19,0.0
1763,35,14,0.1557,4822.52,0.9951,DEPLOY: $15 VIP Win-Back Coupon,1439.72,359.93
1764,20,5,0.4432,3992.8,0.3374,HOLD: Monitor Only,404.16,0.0
1765,49,3,0.5334,231.92,0.7792,DEPLOY: $5 Standard Discount Email,54.21,13.55
1766,42,5,0.4216,302.4,0.9922,DEPLOY: $5 Standard Discount Email,90.01,22.5
1767,35,12,0.2121,4356.48,0.6092,HOLD: Monitor Only,796.12,0.0
1768,50,0,0.8632,784.19,0.2846,HOLD: Monitor Only,66.95,0.0
1769,18,18,0.1127,513.71,0.8732,DEPLOY: $5 Standard Discount Email,134.58,33.64
1770,17,2,0.6625,2825.74,0.6334,HOLD: Monitor Only,536.97,0.0
1771,24,7,0.366,495.35,0.7638,DEPLOY: $5 Standard Discount Email,113.5,28.38
1772,3,7,0.3303,1017.43,0.1721,HOLD: Monitor Only,52.53,0.0
1773,32,19,0.0881,5027.73,0.3953,HOLD: Monitor Only,596.19,0.0
1774,35,14,0.1677,293.84,0.7318,DEPLOY: $5 Standard Discount Email,64.5,16.13
1775,38,3,0.5564,350.05,0.5144,HOLD: Monitor Only,54.02,0.0
1776,13,20,0.0713,261.6,0.8875,DEPLOY: $5 Standard Discount Email,69.65,17.41
1777,47,2,0.6319,643.29,0.0315,HOLD: Monitor Only,6.07,0.0
1778,25,12,0.1885,1996.71,0.9421,DEPLOY: $5 Standard Discount Email,564.33,141.08
1779,9,7,0.321,860.45,0.1714,HOLD: Monitor Only,44.24,0.0
1780,4,22,0.072,10982.07,0.0833,HOLD: Monitor Only,274.55,0.0
1781,14,15,0.1138,3122.45,0.2736,HOLD: Monitor Only,256.27,0.0
1782,37,12,0.2109,1767.67,0.9972,DEPLOY: $5 Standard Discount Email,528.82,132.21
1783,34,2,0.6358,8274.14,0.4619,HOLD: Monitor Only,1146.56,0.0
1784,11,8,0.2767,366.15,0.9792,DEPLOY: $5 Standard Discount Email,107.56,26.89
1785,41,11,0.1915,5114.76,0.2299,HOLD: Monitor Only,352.76,0.0
1786,3,13,0.1799,1361.7,0.4002,HOLD: Monitor Only,163.48,0.0
1787,28,12,0.1937,1046.93,0.4199,HOLD: Monitor Only,131.89,0.0
1788,29,20,0.0798,3764.18,0.3701,HOLD: Monitor Only,417.96,0.0
1789,9,6,0.3759,1102.12,0.4755,HOLD: Monitor Only,157.23,0.0
1790,3,14,0.1535,2249.1,0.36,HOLD: Monitor Only,242.89,0.0
1791,25,6,0.3612,1603.76,0.789,DEPLOY: $5 Standard Discount Email,379.62,94.9
1792,34,5,0.3971,2611.66,0.7163,DEPLOY: $15 VIP Win-Back Coupon,561.19,140.3
1793,12,33,0.066,983.88,0.4605,HOLD: Monitor Only,135.92,0.0
1794,42,8,0.278,5497.86,0.9772,DEPLOY: $15 VIP Win-Back Coupon,1611.72,402.93
1795,9,21,0.0931,155.55,0.7916,DEPLOY: $5 Standard Discount Email,36.94,9.24
1796,15,23,0.0818,3901.32,0.8901,DEPLOY: $15 VIP Win-Back Coupon,1041.75,260.44
1797,40,0,0.8511,186.89,0.707,DEPLOY: $5 Standard Discount Email,39.64,9.91
1798,25,4,0.4805,732.06,0.446,HOLD: Monitor Only,97.95,0.0
1799,5,43,0.0386,3384.06,0.2064,HOLD: Monitor Only,209.53,0.0
1800,11,0,0.8272,161.35,0.7337,DEPLOY: $5 Standard Discount Email,35.52,8.88
1801,34,9,0.2451,2207.86,0.0957,HOLD: Monitor Only,63.36,0.0
1802,24,10,0.2399,348.76,0.9972,DEPLOY: $5 Standard Discount Email,104.33,26.08
1803,15,15,0.1623,565.16,0.6,HOLD: Monitor Only,101.74,0.0
1804,38,13,0.1888,534.81,0.0148,HOLD: Monitor Only,2.38,0.0
1805,8,7,0.3329,360.68,0.9807,DEPLOY: $5 Standard Discount Email,106.12,26.53
1806,5,48,0.0785,226.89,0.2992,HOLD: Monitor Only,20.37,0.0
1807,48,0,0.8439,21707.76,0.0838,HOLD: Monitor Only,545.5,0.0
1808,26,17,0.0866,1452.49,0.9539,DEPLOY: $5 Standard Discount Email,415.68,103.92
1809,18,11,0.2421,409.56,0.5898,HOLD: Monitor Only,72.47,0.0
1810,6,24,0.0825,920.99,0.218,HOLD: Monitor Only,60.25,0.0
1811,37,16,0.0919,1889.36,0.4128,HOLD: Monitor Only,234.0,0.0
1812,48,3,0.5913,1147.76,0.7842,DEPLOY: $5 Standard Discount Email,270.03,67.51
1813,13,25,0.0539,395.36,0.7318,DEPLOY: $5 Standard Discount Email,86.8,21.7
1814,28,13,0.1533,614.57,0.626,HOLD: Monitor Only,115.42,0.0
1815,5,47,0.0711,7501.51,0.1845,HOLD: Monitor Only,415.13,0.0
1816,13,13,0.1911,335.88,0.8202,DEPLOY: $5 Standard Discount Email,82.65,20.66
1817,17,35,0.0342,164.62,0.0768,HOLD: Monitor Only,3.79,0.0
1818,50,0,0.8794,1135.08,0.5338,HOLD: Monitor Only,181.78,0.0
1819,40,6,0.3927,178.03,0.8956,DEPLOY: $5 Standard Discount Email,47.83,11.96
1820,45,5,0.4119,606.84,0.5958,HOLD: Monitor Only,108.47,0.0
1821,32,14,0.143,402.49,0.0172,HOLD: Monitor Only,2.07,0.0
1822,29,4,0.5194,406.74,0.6487,HOLD: Monitor Only,79.16,0.0
1823,51,2,0.6114,1965.37,0.431,HOLD: Monitor Only,254.13,0.0
1824,3,24,0.0995,2461.36,0.1657,HOLD: Monitor Only,122.33,0.0
1825,40,1,0.7555,687.4,0.0873,HOLD: Monitor Only,18.01,0.0
1826,34,12,0.1924,1614.44,0.8847,DEPLOY: $5 Standard Discount Email,428.48,107.12
1827,40,10,0.2311,647.51,0.3492,HOLD: Monitor Only,67.83,0.0
1828,27,13,0.2032,2924.87,0.1599,HOLD: Monitor Only,140.33,0.0
1829,13,27,0.1063,306.99,0.093,HOLD: Monitor Only,8.57,0.0
1830,45,1,0.7263,2204.57,0.0918,HOLD: Monitor Only,60.71,0.0
1831,33,18,0.116,2414.62,0.5602,HOLD: Monitor Only,405.8,0.0
1832,6,26,0.1037,29827.17,0.0531,HOLD: Monitor Only,474.94,0.0
1833,24,14,0.1323,220.23,0.9014,DEPLOY: $5 Standard Discount Email,59.55,14.89
1834,19,8,0.2958,40000.0,0.3083,HOLD: Monitor Only,3699.22,0.0
1835,16,31,0.0777,4482.88,0.4609,HOLD: Monitor Only,619.91,0.0
1836,40,3,0.5198,16200.18,0.1208,HOLD: Monitor Only,586.86,0.0
1837,28,0,0.8666,5357.85,0.8126,DEPLOY: $15 VIP Win-Back Coupon,1306.14,326.53
1838,33,3,0.5383,582.75,0.1623,HOLD: Monitor Only,28.37,0.0
1839,48,5,0.4317,3981.48,0.1434,HOLD: Monitor Only,171.29,0.0
1840,41,8,0.3138,813.39,0.1119,HOLD: Monitor Only,27.3,0.0
1841,13,33,0.0079,1626.57,0.994,DEPLOY: $5 Standard Discount Email,485.02,121.25
1842,43,2,0.6584,441.59,0.4878,HOLD: Monitor Only,64.62,0.0
1843,45,7,0.3707,800.76,0.1967,HOLD: Monitor Only,47.25,0.0
1844,25,5,0.4172,5304.82,0.1824,HOLD: Monitor Only,290.24,0.0
1845,42,7,0.3415,3058.1,0.814,DEPLOY: $15 VIP Win-Back Coupon,746.78,186.69
1846,36,15,0.161,6180.02,0.5438,HOLD: Monitor Only,1008.14,0.0
1847,27,6,0.3434,337.86,0.9285,DEPLOY: $5 Standard Discount Email,94.11,23.53
1848,38,13,0.179,191.61,0.9884,DEPLOY: $5 Standard Discount Email,56.82,14.2
1849,7,44,0.0716,6782.21,0.0413,HOLD: Monitor Only,84.11,0.0
1850,5,12,0.195,6205.6,0.1724,HOLD: Monitor Only,320.87,0.0
1851,43,4,0.4908,2330.52,0.0523,HOLD: Monitor Only,36.56,0.0
1852,45,8,0.2709,2990.13,0.4885,HOLD: Monitor Only,438.18,0.0
1853,51,1,0.7664,5105.36,0.3064,HOLD: Monitor Only,469.33,0.0
1854,31,17,0.1132,2248.07,0.2092,HOLD: Monitor Only,141.08,0.0
1855,23,14,0.1299,3442.66,0.4807,HOLD: Monitor Only,496.49,0.0
1856,42,1,0.7322,4806.8,0.2406,HOLD: Monitor Only,346.89,0.0
1857,10,1,0.7459,1616.12,0.6748,HOLD: Monitor Only,327.15,0.0
1858,32,9,0.2262,1194.26,0.3639,HOLD: Monitor Only,130.39,0.0
1859,43,6,0.3756,2859.68,0.3795,HOLD: Monitor Only,325.61,0.0
1860,30,12,0.1739,27379.14,0.2315,HOLD: Monitor Only,1901.44,0.0
1861,39,1,0.7653,653.79,0.6696,HOLD: Monitor Only,131.33,0.0
1862,31,14,0.1105,1078.27,0.0935,HOLD: Monitor Only,30.26,0.0
1863,18,11,0.2224,219.71,0.6468,HOLD: Monitor Only,42.63,0.0
1864,36,14,0.1763,3046.55,0.9973,DEPLOY: $15 VIP Win-Back Coupon,911.51,227.88
1865,2,12,0.1455,957.26,0.4344,HOLD: Monitor Only,124.75,0.0
1866,14,10,0.1942,336.84,0.5873,HOLD: Monitor Only,59.34,0.0
1867,13,18,0.1395,1675.21,0.9524,DEPLOY: $5 Standard Discount Email,478.62,119.66
1868,29,2,0.6246,10867.78,0.131,HOLD: Monitor Only,427.02,0.0
1869,12,38,0.1146,1185.08,0.0143,HOLD: Monitor Only,5.09,0.0
1870,39,4,0.4529,1322.64,0.5055,HOLD: Monitor Only,200.57,0.0
1871,2,25,0.0722,10371.83,0.7002,DEPLOY: $15 VIP Win-Back Coupon,2178.76,544.69
1872,32,13,0.1634,1797.21,0.9982,DEPLOY: $5 Standard Discount Email,538.18,134.55
1873,13,13,0.1597,424.47,0.7788,DEPLOY: $5 Standard Discount Email,99.17,24.79
1874,46,5,0.4372,4133.17,0.1659,HOLD: Monitor Only,205.75,0.0
1875,27,12,0.1927,6970.99,0.3825,HOLD: Monitor Only,799.95,0.0
1876,49,3,0.5567,1421.62,0.1703,HOLD: Monitor Only,72.64,0.0
1877,41,7,0.3097,2114.54,0.6212,HOLD: Monitor Only,394.08,0.0
1878,17,0,0.871,374.87,0.5952,HOLD: Monitor Only,66.94,0.0
1879,40,2,0.6552,636.06,0.4969,HOLD: Monitor Only,94.83,0.0
1880,31,10,0.2308,1212.39,0.9972,DEPLOY: $5 Standard Discount Email,362.69,90.67
1881,34,18,0.1157,1982.9,0.4422,HOLD: Monitor Only,263.03,0.0
1882,24,17,0.1278,859.46,0.4259,HOLD: Monitor Only,109.82,0.0
1883,45,6,0.36,1158.71,0.9175,DEPLOY: $5 Standard Discount Email,318.93,79.73
1884,35,0,0.8612,1558.41,0.3669,HOLD: Monitor Only,171.52,0.0
1885,48,2,0.6316,545.86,0.5755,HOLD: Monitor Only,94.24,0.0
1886,6,27,0.08,1309.55,0.7371,DEPLOY: $5 Standard Discount Email,289.59,72.4
1887,19,25,0.065,7238.2,0.044,HOLD: Monitor Only,95.46,0.0
1888,30,2,0.6549,884.28,0.4113,HOLD: Monitor Only,109.12,0.0
1889,7,33,0.047,613.32,0.9889,DEPLOY: $5 Standard Discount Email,181.95,45.49
1890,10,34,0.0682,22073.86,0.0062,HOLD: Monitor Only,40.87,0.0
1891,41,7,0.3104,2370.18,0.1515,HOLD: Monitor Only,107.71,0.0
1892,32,15,0.135,715.22,0.6728,HOLD: Monitor Only,144.37,0.0
1893,34,5,0.4475,3913.55,0.6734,HOLD: Monitor Only,790.61,0.0
1894,28,12,0.1916,2458.55,0.1162,HOLD: Monitor Only,85.68,0.0
1895,15,22,0.0833,912.12,0.9404,DEPLOY: $5 Standard Discount Email,257.33,64.33
1896,30,21,0.1204,1704.89,0.0393,HOLD: Monitor Only,20.12,0.0
1897,37,15,0.1548,1274.45,0.4239,HOLD: Monitor Only,162.06,0.0
1898,29,15,0.1514,5931.9,0.5131,HOLD: Monitor Only,913.18,0.0
1899,22,2,0.6558,4095.36,0.3342,HOLD: Monitor Only,410.55,0.0
1900,4,44,0.0667,138.17,0.554,HOLD: Monitor Only,22.96,0.0
1901,20,7,0.3631,17738.47,0.1957,HOLD: Monitor Only,1041.22,0.0
1902,32,11,0.1953,1279.24,0.2724,HOLD: Monitor Only,104.55,0.0
1903,36,7,0.3501,14283.15,0.9729,DEPLOY: $15 VIP Win-Back Coupon,4168.86,1042.21
1904,50,0,0.8571,4269.54,0.074,HOLD: Monitor Only,94.76,0.0
1905,4,24,0.0642,2435.42,0.9745,DEPLOY: $5 Standard Discount Email,711.98,177.99
1906,27,8,0.289,1614.86,0.6922,HOLD: Monitor Only,335.35,0.0
1907,17,0,0.8544,40000.0,0.0876,HOLD: Monitor Only,1051.51,0.0
1908,12,5,0.4107,1305.08,0.0138,HOLD: Monitor Only,5.39,0.0
1909,22,22,0.0968,807.87,0.4093,HOLD: Monitor Only,99.2,0.0
1910,17,22,0.0774,900.03,0.998,DEPLOY: $5 Standard Discount Email,269.47,67.37
1911,10,42,0.0532,1810.34,0.7628,DEPLOY: $5 Standard Discount Email,414.27,103.57
1912,1,42,0.0786,1806.55,0.6229,HOLD: Monitor Only,337.6,0.0
1913,22,22,0.0821,6031.97,0.6544,HOLD: Monitor Only,1184.13,0.0
1914,26,12,0.2133,4491.31,0.0629,HOLD: Monitor Only,84.8,0.0
1915,18,17,0.102,4498.0,0.6714,HOLD: Monitor Only,906.0,0.0
1916,50,2,0.6207,1374.87,0.7838,DEPLOY: $5 Standard Discount Email,323.28,80.82
1917,14,14,0.1422,4071.74,0.3445,HOLD: Monitor Only,420.85,0.0
1918,47,0,0.7937,4617.26,0.1894,HOLD: Monitor Only,262.42,0.0
1919,29,20,0.1079,1643.87,0.0201,HOLD: Monitor Only,9.91,0.0
1920,12,38,0.0319,2527.64,0.7908,DEPLOY: $15 VIP Win-Back Coupon,599.64,149.91
1921,36,12,0.1699,4610.25,0.2119,HOLD: Monitor Only,293.01,0.0
1922,35,11,0.218,2329.48,0.8789,DEPLOY: $5 Standard Discount Email,614.22,153.55
1923,52,1,0.7409,2612.06,0.7164,DEPLOY: $15 VIP Win-Back Coupon,561.39,140.35
1924,12,23,0.0666,9784.1,0.4785,HOLD: Monitor Only,1404.63,0.0
1925,7,46,0.0101,2351.52,0.9435,DEPLOY: $5 Standard Discount Email,665.61,166.4
1926,29,7,0.356,871.94,0.4995,HOLD: Monitor Only,130.67,0.0
1927,11,41,0.0662,359.67,0.9961,DEPLOY: $5 Standard Discount Email,107.48,26.87
1928,33,6,0.4164,2070.99,0.8568,DEPLOY: $5 Standard Discount Email,532.3,133.07
1929,6,47,0.0388,1214.68,0.2104,HOLD: Monitor Only,76.66,0.0
1930,47,3,0.531,4769.4,0.3733,HOLD: Monitor Only,534.12,0.0
1931,15,26,0.0861,12006.91,0.2789,HOLD: Monitor Only,1004.71,0.0
1932,32,5,0.4241,525.5,0.545,HOLD: Monitor Only,85.92,0.0
1933,51,2,0.6552,624.52,0.3394,HOLD: Monitor Only,63.58,0.0
1934,11,8,0.3234,1756.38,0.3004,HOLD: Monitor Only,158.31,0.0
1935,23,20,0.0976,692.34,0.4854,HOLD: Monitor Only,100.82,0.0
1936,26,12,0.1856,1385.16,0.8652,DEPLOY: $5 Standard Discount Email,359.53,89.88
1937,34,7,0.3346,950.12,0.2185,HOLD: Monitor Only,62.27,0.0
1938,46,7,0.2972,539.51,0.2905,HOLD: Monitor Only,47.01,0.0
1939,34,12,0.2044,4871.04,0.5073,HOLD: Monitor Only,741.29,0.0
1940,29,12,0.2057,1978.98,0.5478,HOLD: Monitor Only,325.2,0.0
1941,4,48,0.0612,16259.66,0.1214,HOLD: Monitor Only,592.24,0.0
1942,17,22,0.0492,2781.67,0.5883,HOLD: Monitor Only,490.98,0.0
1943,35,4,0.4866,8486.56,0.267,HOLD: Monitor Only,679.68,0.0
1944,13,27,0.0927,754.04,0.6851,HOLD: Monitor Only,154.97,0.0
1945,41,0,0.8387,742.89,0.3488,HOLD: Monitor Only,77.73,0.0
1946,39,11,0.2273,25979.02,0.9676,DEPLOY: $15 VIP Win-Back Coupon,7541.12,1885.28
1947,15,1,0.7397,870.7,0.4061,HOLD: Monitor Only,106.09,0.0
1948,29,24,0.0861,578.84,0.7781,DEPLOY: $5 Standard Discount Email,135.12,33.78
1949,29,17,0.1042,443.41,0.6506,HOLD: Monitor Only,86.55,0.0
1950,11,40,0.0537,18013.93,0.1258,HOLD: Monitor Only,679.96,0.0
1951,52,1,0.7473,1300.32,0.5843,HOLD: Monitor Only,227.95,0.0
1952,32,10,0.2068,2933.85,0.4364,HOLD: Monitor Only,384.14,0.0
1953,2,37,0.0586,2168.25,0.3635,HOLD: Monitor Only,236.45,0.0
1954,47,5,0.3741,758.93,0.617,HOLD: Monitor Only,140.48,0.0
1955,14,10,0.2165,1267.04,0.3871,HOLD: Monitor Only,147.14,0.0
1956,20,13,0.1747,4988.15,0.1633,HOLD: Monitor Only,244.3,0.0
1957,22,1,0.761,415.29,0.4464,HOLD: Monitor Only,55.62,0.0
1958,11,39,0.0618,4060.26,0.5059,HOLD: Monitor Only,616.28,0.0
1959,27,2,0.6148,10105.6,0.1385,HOLD: Monitor Only,419.75,0.0
1960,3,34,0.0755,2567.92,0.0801,HOLD: Monitor Only,61.73,0.0
1961,17,32,0.0338,8956.01,0.078,HOLD: Monitor Only,209.69,0.0
1962,44,7,0.3422,348.73,0.8641,DEPLOY: $5 Standard Discount Email,90.4,22.6
1963,28,18,0.0816,201.13,0.5844,HOLD: Monitor Only,35.26,0.0
1964,29,17,0.097,2419.15,0.9471,DEPLOY: $5 Standard Discount Email,687.34,171.84
1965,21,23,0.0563,894.61,0.204,HOLD: Monitor Only,54.74,0.0
1966,47,4,0.4918,5190.15,0.5212,HOLD: Monitor Only,811.56,0.0
1967,16,34,0.051,1245.72,0.3284,HOLD: Monitor Only,122.74,0.0
1968,37,0,0.8602,2157.34,0.7446,DEPLOY: $5 Standard Discount Email,481.92,120.48
1969,20,24,0.0715,1992.57,0.6568,HOLD: Monitor Only,392.62,0.0
1970,6,44,0.0207,2070.32,0.173,HOLD: Monitor Only,107.47,0.0
1971,19,33,0.0612,942.77,0.2005,HOLD: Monitor Only,56.71,0.0
1972,5,24,0.0366,351.57,0.9715,DEPLOY: $5 Standard Discount Email,102.47,25.62
1973,3,15,0.1166,1389.88,0.1104,HOLD: Monitor Only,46.03,0.0
1974,1,33,0.0484,10301.55,0.0234,HOLD: Monitor Only,72.45,0.0
1975,38,12,0.1736,870.79,0.5827,HOLD: Monitor Only,152.21,0.0
1976,15,18,0.0708,865.05,0.4476,HOLD: Monitor Only,116.16,0.0
1977,34,18,0.1312,2184.58,0.3386,HOLD: Monitor Only,221.9,0.0
1978,35,15,0.1673,440.31,0.6444,HOLD: Monitor Only,85.12,0.0
1979,49,2,0.6877,6028.09,0.2509,HOLD: Monitor Only,453.68,0.0
1980,25,8,0.3139,493.69,0.9893,DEPLOY: $5 Standard Discount Email,146.53,36.63
1981,24,0,0.8421,1277.73,0.5138,HOLD: Monitor Only,196.95,0.0
1982,12,41,0.0435,38051.28,0.1732,HOLD: Monitor Only,1976.84,0.0
1983,18,18,0.0944,458.94,0.1707,HOLD: Monitor Only,23.5,0.0
1984,15,32,0.0963,10581.31,0.0144,HOLD: Monitor Only,45.84,0.0
1985,44,1,0.7363,2091.21,0.1643,HOLD: Monitor Only,103.05,0.0
1986,16,15,0.1597,2476.95,0.9387,DEPLOY: $5 Standard Discount Email,697.55,174.39
1987,27,11,0.2275,684.55,0.9958,DEPLOY: $5 Standard Discount Email,204.51,51.13
1988,8,39,0.0561,4714.98,0.8293,DEPLOY: $15 VIP Win-Back Coupon,1173.0,293.25
1989,46,6,0.3462,1165.48,0.4354,HOLD: Monitor Only,152.23,0.0
1990,25,17,0.1106,456.08,0.7526,DEPLOY: $5 Standard Discount Email,102.98,25.74
1991,17,33,0.0586,10371.25,0.111,HOLD: Monitor Only,345.42,0.0
1992,29,24,0.0974,1137.95,0.7564,DEPLOY: $5 Standard Discount Email,258.22,64.55
1993,8,44,0.0515,194.17,0.5653,HOLD: Monitor Only,32.93,0.0
1994,15,5,0.4037,1309.7,0.1748,HOLD: Monitor Only,68.7,0.0
1995,27,20,0.1096,4768.01,0.9868,DEPLOY: $15 VIP Win-Back Coupon,1411.5,352.87
1996,46,1,0.734,3936.45,0.4121,HOLD: Monitor Only,486.67,0.0
1997,50,1,0.6877,837.94,0.2879,HOLD: Monitor Only,72.37,0.0
1998,52,1,0.7451,559.49,0.7385,DEPLOY: $5 Standard Discount Email,123.95,30.99
1999,7,40,0.062,350.93,0.7542,DEPLOY: $5 Standard Discount Email,79.4,19.85
2000,3,47,0.0338,1759.32,0.0552,HOLD: Monitor Only,29.14,0.0
2001,29,10,0.2247,2167.21,0.163,HOLD: Monitor Only,105.99,0.0
2002,44,6,0.3884,4233.37,0.7267,DEPLOY: $15 VIP Win-Back Coupon,922.95,230.74
2003,24,9,0.264,1511.96,0.5566,HOLD: Monitor Only,252.47,0.0
2004,3,9,0.2261,1459.13,0.7746,DEPLOY: $5 Standard Discount Email,339.07,84.77
